REF_AREA_LABEL,REF_AREA,STRUCTURE,STRUCTURE_ID,ACTION,FREQ,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,TIME_PERIOD,OBS_VALUE,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,UNIT_MULT,OBS_STATUS,OBS_CONF,FREQ_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL
Maldives,MDV,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Mexico,MEX,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Marshall Islands,MHL,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
North Macedonia,MKD,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Mali,MLI,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Malta,MLT,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Myanmar,MMR,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Montenegro,MNE,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Mongolia,MNG,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Mozambique,MOZ,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Mauritania,MRT,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Mauritius,MUS,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Malawi,MWI,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Malaysia,MYS,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Namibia,NAM,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Niger,NER,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Nigeria,NGA,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Nicaragua,NIC,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Netherlands,NLD,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Norway,NOR,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Nepal,NPL,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Nauru,NRU,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
New Zealand,NZL,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Oman,OMN,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Pakistan,PAK,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Panama,PAN,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Peru,PER,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Philippines,PHL,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Palau,PLW,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Papua New Guinea,PNG,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Poland,POL,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
"Korea, Dem. People's Rep.",PRK,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Portugal,PRT,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Paraguay,PRY,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
West Bank and Gaza,PSE,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Qatar,QAT,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Romania,ROU,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Russian Federation,RUS,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Rwanda,RWA,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Saudi Arabia,SAU,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Sudan,SDN,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Senegal,SEN,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Singapore,SGP,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Solomon Islands,SLB,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Sierra Leone,SLE,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
El Salvador,SLV,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
San Marino,SMR,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Somalia,SOM,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Serbia,SRB,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
South Sudan,SSD,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Sao Tome and Principe,STP,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Suriname,SUR,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Slovak Republic,SVK,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Slovenia,SVN,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Sweden,SWE,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
Eswatini,SWZ,datastructure,WBDATA360DS_DATA360,I,A,ID_DIG_RECS,_Z,_Z,_Z,CAT,_Z,_Z,_Z,2009,,_Z,NUMBER,0,WB_ID4D,602,0,O,PU,Annual,Digital data use,Not applicable,Not applicable,Not applicable,Categorical,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Zero,Identification for Development (ID4D) Global Dataset,CCYY,Units,Missing value,Public
